total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,time_signature_num,time_signature_den,Grade
168,85,83,84,63,21,1,2,2,0,0,0,0,11.924731182795698,4.847058823529411,3.8433734939759034,0,0,0,0,0,0,7.666666666666667,4.0,0,6.6,3.6666666666666665,5.0,8.215686274509801,4.803030303030303,3.8666666666666667,0,0,0,0,0,0,11,4,0,13,5,5,20,11,7,2.1052631578947367,2.8636363636363638,4.080645161290323,3.2685185185185186,0,0,3.6,0,0,0,0,0,12.789473684210526,2.8636363636363638,4.080645161290323,12.925925925925926,0,0,8.8,0,0,0,0,0,92,42,35,85,21,2,83,13,0,71,11,0,12.054347826086957,7.476190476190476,5.514285714285714,12.470588235294118,9.380952380952381,8.0,12.578313253012048,10.23076923076923,0,13.183098591549296,10.454545454545455,0,0,0,0,0,0,0,0,0,10,47,6,0,0,0,0,0,21,0,0,0,0,0.0,0.11904761904761904,0.8095238095238095,0.07142857142857142,0.0,0.0,0.0,0.0,0.15873015873015872,0.746031746031746,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4
19,5,14,12,0,12,2,0,0,0,0,0,0,10.5,4.6,3.2857142857142856,0,0,0,0,0,0,0,0,0,5.0,0,5.0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,5.6,4.5,5.7727272727272725,0,0,5.5,0,0,0,0,0,0,5.6,4.5,10.545454545454545,0,0,14.5,0,0,0,0,0,13,3,5,13,1,0,11,0,0,9,0,0,11.307692307692308,6.333333333333333,5.2,11.307692307692308,8.0,0,11.909090909090908,0,0,12.555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,0.0,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,0.0,0,0,0,0,0,0,0,0.0,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,0.0,2,4,3
405,132,273,287,63,224,23,0,0,0,75,23,52,8.730407523510971,4.2727272727272725,2.498168498168498,0,0,0,0,0,0,5.0,0,0,3.6666666666666665,2.0,5.0,7.065934065934067,4.6,4.333333333333333,0,0,0,0,0,0,5,0,0,5,2,5,17,8,9,4.421052631578948,3.1666666666666665,3.0,3.3407407407407406,3.119047619047619,0,3.977777777777776,0,0,0,0,0,7.7631578947368425,3.1666666666666665,3.0,8.533333333333333,5.238095238095238,0,10.166666666666666,0,0,0,0,0,283,55,35,211,38,1,157,11,0,137,1,0,9.565371024734983,7.363636363636363,5.3428571428571425,10.763033175355451,8.31578947368421,8.0,11.713375796178344,9.090909090909092,0,12.10948905109489,10.0,0,0,0,0,0,0,0,0,1,13,40,5,0,0,0,2,6,70,136,2,0,0,0.010452961672473868,0.06620209059233449,0.3832752613240418,0.4912891986062718,0.006968641114982578,0.0,0.0,0.015873015873015872,0.20634920634920634,0.6349206349206349,0.07936507936507936,0.0,0.0,0.0,0.008928571428571428,0.026785714285714284,0.3125,0.6071428571428571,0.008928571428571428,0.0,0.0,4,4,4
277,113,164,252,105,147,1,25,0,25,0,0,0,17.069651741293534,2.106194690265487,2.5060975609756095,0,0,0,2.0,0,0,13.666666666666666,4.0,2.0,12.2,5.0,2.3333333333333335,10.777777777777777,4.2,4.3939393939393945,0,0,0,2,0,0,20,4,2,21,7,3,26,8,10,1.392156862745098,3.0,5.470588235294118,3.234375,0,0,0,0,0,0,0,0,18.483660130718953,3.0,5.470588235294118,14.84375,0,0,0,0,0,0,0,0,185,16,21,185,1,1,184,0,0,184,0,0,18.356756756756756,5.5625,6.095238095238095,18.356756756756756,8.0,8.0,18.41304347826087,0,0,18.41304347826087,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,2,12,75,45,0,0,0.0,0.007936507936507936,0.051587301587301584,0.503968253968254,0.17857142857142858,0.0,0.0,0.0,0.0,0.009523809523809525,0.49523809523809526,0.0,0.0,0.0,0.0,0.013605442176870748,0.08163265306122448,0.5102040816326531,0.30612244897959184,0.0,0.0,4,4,4
780,467,313,502,453,49,22,223,212,11,102,94,8,15.23943661971831,4.462526766595289,4.329073482428115,0,0,0,0,0,5.0,6.0,6.0,4.333333333333333,5.666666666666667,5.666666666666667,3.4,10.69462365591398,7.294117647058823,4.692307692307693,0,0,0,0,0,5,6,6,6,8,8,6,30,20,11,2.4146341463414633,8.0,4.162698412698413,3.0416666666666665,0,4.5,4.0,0,3.333333333333333,4.5,0,0,8.560975609756097,8.0,4.162698412698413,18.62878787878788,0,8.0,23.0,0,8.0,29.0,0,0,491,242,139,461,74,15,454,8,6,442,6,5,17.321792260692465,6.731404958677686,6.071942446043166,18.06290672451193,8.35135135135135,8.8,18.218061674008812,11.25,10.0,18.468325791855204,12.0,10.2,0,0,0,0,0,0,0,0,0,65,366,0,0,0,0,0,4,45,0,0,0,0.0,0.0,0.13745019920318724,0.8187250996015937,0.0,0.0,0.0,0.0,0.0,0.1434878587196468,0.8079470198675497,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.9183673469387755,0.0,0.0,0.0,4,4,8
122,38,84,101,17,84,1,3,0,3,0,0,0,10.505747126436782,3.473684210526316,2.4404761904761907,0,0,0,2.0,0,0,3.0,0,2.0,3.1666666666666665,0,3.0,6.657142857142857,3.6666666666666665,4.7555555555555555,0,0,0,2,0,0,4,0,2,5,0,4,16,7,11,3.225,3.227272727272727,0,3.244186046511628,0,0,0,0,0,0,0,0,10.3,3.227272727272727,0,11.720930232558139,0,0,0,0,0,0,0,0,82,8,7,79,0,1,70,0,0,62,0,0,10.951219512195122,5.75,5.428571428571429,11.139240506329115,0,8.0,11.542857142857143,0,0,11.870967741935484,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,3,23,5,24,0,0,0.0,0.0891089108910891,0.32673267326732675,0.04950495049504951,0.2376237623762376,0.0,0.0,0.0,0.35294117647058826,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.27380952380952384,0.05952380952380952,0.2857142857142857,0.0,0.0,4,4,4
93,30,63,43,21,22,2,4,4,0,0,0,0,9.523809523809524,5.1,3.9206349206349205,0,0,0,16.0,0,0,12.333333333333334,8.0,3.0,9.2,8.0,3.0,8.390476190476189,4.714285714285714,4.809523809523809,0,0,0,16,0,0,18,8,3,20,8,4,22,11,10,2.1666666666666665,5.666666666666667,3.1578947368421053,4.1875,0,3.5454545454545454,3.9583333333333335,0,0,4.666666666666667,0,0,10.833333333333334,5.666666666666667,3.1578947368421053,8.1875,0,6.090909090909091,13.1875,0,0,15.666666666666666,0,0,50,18,28,39,10,3,36,1,1,33,1,0,11.46,7.0,6.107142857142857,12.974358974358974,8.5,8.333333333333334,13.38888888888889,13.0,9.0,13.787878787878787,13.0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,22,0,0,0,0,0.0,0.18604651162790697,0.813953488372093,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3
359,181,178,241,174,67,20,0,0,0,90,70,20,15.319502074688797,5.723756906077348,6.067415730337078,0,0,0,5.0,0,0,5.0,5.0,3.0,5.666666666666666,4.333333333333333,7.333333333333334,12.494708994708995,7.133333333333333,8.74269005847953,0,0,0,5,0,0,5,5,3,10,6,13,38,17,22,3.3068181818181817,6.285714285714286,6.845454545454546,5.016666666666667,0,0,6.047619047619047,0,2.6666666666666665,0,0,0,14.488636363636363,6.285714285714286,6.845454545454546,18.108333333333334,0,0,21.428571428571427,0,6.0,0,0,0,230,152,113,209,20,82,198,15,32,189,15,15,15.91304347826087,6.243421052631579,8.212389380530974,16.976076555023923,10.85,8.914634146341463,17.474747474747474,11.8,10.34375,17.87830687830688,11.8,11.866666666666667,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,6,16,40,0,0,0.0,0.0,0.024896265560165973,0.7883817427385892,0.16597510373443983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08955223880597014,0.23880597014925373,0.5970149253731343,0.0,0.0,6,8,7
229,113,116,38,19,19,1,0,0,0,0,0,0,11.068965517241379,4.513274336283186,4.043103448275862,0,0,0,0,0,0,5.0,0,0,5.0,0,0,6.944444444444445,6.166666666666666,3.9333333333333336,0,0,0,0,0,0,5,0,0,5,0,0,17,11,7,6.4,5.127659574468085,4.5625,4.884615384615385,0,4.0,4.738095238095239,0,0,0,0,0,6.4,5.127659574468085,4.5625,8.76923076923077,0,7.0,12.321428571428571,0,0,0,0,0,112,66,51,109,15,5,99,1,1,88,1,1,11.375,5.984848484848484,5.862745098039215,11.513761467889909,8.2,8.4,11.868686868686869,11.0,10.0,12.227272727272727,11.0,10.0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,2,5,6,0,0,0.0,0.0,0.05263157894736842,0.2631578947368421,0.34210526315789475,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.3684210526315789,0.0,0.0,0.0,0.0,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.0,0.0,2,4,5
397,168,229,352,165,187,19,4,2,2,73,27,46,10.342007434944238,4.309523809523809,2.925764192139738,0,0,0,2.0,0,0,6.166666666666666,3.6666666666666665,2.0,5.733333333333333,4.666666666666667,2.3333333333333335,9.047311827956989,5.985294117647059,5.4411764705882355,0,0,0,2,0,0,10,5,2,12,8,3,25,15,13,3.433333333333333,5.0,3.2666666666666666,3.175675675675676,0,3.3333333333333335,3.594202898550725,0,0,0,0,0,10.572222222222223,5.0,3.2666666666666666,12.27027027027027,0,5.666666666666667,13.08695652173913,0,0,0,0,0,229,68,38,195,8,3,176,5,0,156,0,0,11.624454148471616,5.911764705882353,5.7894736842105265,12.564102564102564,8.625,8.0,13.056818181818182,9.0,0,13.576923076923077,0,0,0,0,0,0,0,0,0,0,9,4,151,0,0,0,0,0,4,65,118,0,0,0.0,0.02556818181818182,0.022727272727272728,0.6136363636363636,0.3352272727272727,0.0,0.0,0.0,0.05454545454545454,0.024242424242424242,0.9151515151515152,0.0,0.0,0.0,0.0,0.0,0.0213903743315508,0.34759358288770054,0.6310160427807486,0.0,0.0,4,4,6
312,183,129,202,159,43,16,3,2,1,36,28,8,8.575289575289576,3.0437158469945356,3.7751937984496124,0,0,0,5.0,0,0,3.6666666666666665,5.0,5.0,3.333333333333333,3.6666666666666665,5.0,7.707692307692309,5.533333333333333,3.9818181818181815,0,0,0,5,0,0,5,5,5,5,5,5,22,14,9,3.104651162790698,2.875,3.5185185185185186,3.9903846153846154,0,2.9285714285714284,4.277777777777779,0,3.0,3.1666666666666665,0,0,7.3604651162790695,2.875,3.5185185185185186,9.26923076923077,0,4.857142857142857,11.63888888888889,0,7.0,9.666666666666666,0,0,204,43,37,160,0,3,138,0,1,124,0,0,10.049019607843137,5.046511627906977,5.891891891891892,11.1875,0,8.333333333333334,11.695652173913043,0,9.0,12.0,0,0,0,0,0,0,0,0,0,0,6,24,107,0,0,0,5,5,14,14,0,0,0,0.024752475247524754,0.054455445544554455,0.18811881188118812,0.599009900990099,0.0,0.0,0.0,0.0,0.03773584905660377,0.1509433962264151,0.6729559748427673,0.0,0.0,0.0,0.11627906976744186,0.11627906976744186,0.32558139534883723,0.32558139534883723,0.0,0.0,0.0,4,4,5
1453,855,598,1159,772,387,17,51,41,10,119,71,48,15.155578300921187,3.398830409356725,3.9866220735785953,0,0,0,10.0,5.0,6.0,7.6,9.666666666666666,4.333333333333333,7.75,7.2,3.6666666666666665,12.020408163265303,7.391534391534391,7.455840455840456,0,0,0,10,5,6,14,14,6,17,14,7,34,19,19,3.5889212827988337,7.963855421686747,5.251256281407035,4.264267990074441,0,3.4166666666666665,4.513513513513512,0,0,4.5,0,0,10.927113702623906,7.963855421686747,5.251256281407035,19.543424317617866,0,5.833333333333333,19.243243243243242,0,0,31.0,0,0,826,234,201,770,117,29,737,54,25,703,41,20,17.515738498789347,7.384615384615385,6.432835820895522,18.355844155844157,9.350427350427351,10.827586206896552,18.81953867028494,10.925925925925926,11.28,19.294452347083926,11.536585365853659,11.85,0,0,0,0,0,0,0,12,0,25,413,322,0,0,3,2,9,281,92,0,0,0.012942191544434857,0.001725625539257981,0.029335634167385678,0.5987920621225195,0.3572044866264021,0.0,0.0,0.015544041450777202,0.0,0.03238341968911917,0.5349740932642487,0.4170984455958549,0.0,0.0,0.007751937984496124,0.00516795865633075,0.023255813953488372,0.7260981912144703,0.23772609819121446,0.0,0.0,4,4,8
113,61,52,113,61,52,30,3,3,0,0,0,0,12.405405405405405,3.0491803278688523,2.0576923076923075,0,0,0,2.0,0,0,8.333333333333334,3.0,2.0,8.2,3.0,2.0,8.735294117647058,3.428571428571429,4.333333333333333,0,0,0,2,0,0,12,3,2,14,4,2,20,7,9,1.2162162162162162,0,0,0,0,0,0,0,0,0,0,0,12.608108108108109,0,0,0,0,0,0,0,0,0,0,0,73,4,0,70,0,0,67,0,0,67,0,0,12.575342465753424,5.0,0,12.814285714285715,0,0,13.029850746268657,0,0,13.029850746268657,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,3,3,20,13,0,0,0,0.035398230088495575,0.02654867256637168,0.7079646017699115,0.11504424778761062,0.0,0.0,0.0,0.01639344262295082,0.0,0.9836065573770492,0.0,0.0,0.0,0.0,0.057692307692307696,0.057692307692307696,0.38461538461538464,0.25,0.0,0.0,0.0,4,4,2
229,71,158,193,35,158,6,48,7,41,0,0,0,8.58860759493671,3.0422535211267605,2.329113924050633,0,0,0,9.0,0,8.0,5.5,4.0,5.666666666666667,5.199999999999999,4.0,4.2,6.604743083003952,2.8000000000000003,5.852631578947369,0,0,0,9,0,8,9,4,8,10,4,8,17,5,14,2.6122448979591835,3.888888888888889,0,4.564220183486238,0,0,0,0,0,0,0,0,4.877551020408164,3.888888888888889,0,10.26605504587156,0,0,0,0,0,0,0,0,126,15,5,99,0,2,90,0,0,80,0,0,10.055555555555555,5.6,6.4,11.262626262626263,0,8.0,11.588888888888889,0,0,11.9125,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,29,100,28,0,0,0.0,0.0051813471502590676,0.3316062176165803,0.5181347150259067,0.14507772020725387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.18354430379746836,0.6329113924050633,0.17721518987341772,0.0,0.0,2,4,4
347,108,239,268,50,218,2,12,6,6,8,4,4,7.576763485477178,3.8425925925925926,2.6569037656903767,0,0,0,4.0,0,0,4.0,5.0,4.0,3.333333333333333,3.1666666666666665,3.0,6.717391304347827,4.329670329670329,4.393939393939395,0,0,0,4,0,0,4,5,4,5,5,4,18,10,10,3.203125,3.1551724137931036,4.285714285714286,4.022123893805309,0,0,4.166666666666667,0,0,0,0,0,8.625,3.1551724137931036,4.285714285714286,8.902654867256636,0,0,10.5,0,0,0,0,0,178,38,23,136,0,7,102,0,0,90,0,0,9.342696629213483,6.026315789473684,6.434782608695652,10.441176470588236,0,8.0,11.254901960784315,0,0,11.555555555555555,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,0,0,1,31,173,10,0,0,0.0,0.0037313432835820895,0.27238805970149255,0.6753731343283582,0.03731343283582089,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.0045871559633027525,0.14220183486238533,0.7935779816513762,0.045871559633027525,0.0,0.0,2,4,4
78,23,55,45,23,22,2,2,0,2,0,0,0,9.280701754385966,3.869565217391304,3.8,0,0,0,0,0,0,11.0,0,0,7.666666666666667,4.0,4.0,8.066666666666666,4.4,3.4,0,0,0,0,0,0,11,0,0,11,4,4,17,8,6,3.55,0,2.4285714285714284,3.7857142857142856,0,3.5,3.866666666666666,0,0,0,0,0,10.4,0,2.4285714285714284,8.5,0,6.0,10.05,0,0,0,0,0,54,2,21,51,1,1,33,0,0,30,0,0,9.703703703703704,6.5,6.0476190476190474,9.980392156862745,8.0,8.0,11.06060606060606,0,0,11.266666666666667,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,1,0,6,15,0,0,0,0.044444444444444446,0.4888888888888889,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.043478260869565216,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.2727272727272727,0.6818181818181818,0.0,0.0,0.0,2,2,3
545,294,251,481,292,189,20,0,0,0,276,179,97,13.002754820936639,1.7210884353741496,2.8924302788844622,0,0,0,0,0,0,3.0,0,4.0,10.4,4.0,3.0,9.387681159420291,5.0,4.871794871794871,0,0,0,0,0,0,4,0,4,18,4,4,24,11,11,2.606425702811245,7.5,4.714285714285714,5.037037037037037,0,3.3815789473684212,4.108974358974358,0,3.0,2.875,0,0,13.80722891566265,7.5,4.714285714285714,11.518518518518519,0,5.7631578947368425,12.923076923076923,0,7.0,20.083333333333332,0,0,342,16,67,335,0,12,310,0,3,286,0,1,13.742690058479532,5.125,6.074626865671642,13.883582089552238,0,8.333333333333334,14.358064516129032,0,9.333333333333334,14.807692307692308,0,10.0,0,0,0,0,0,0,0,0,4,40,192,0,0,0,2,13,33,101,0,0,0,0.004158004158004158,0.035343035343035345,0.15176715176715178,0.6091476091476091,0.0,0.0,0.0,0.0,0.0136986301369863,0.136986301369863,0.6575342465753424,0.0,0.0,0.0,0.010582010582010581,0.06878306878306878,0.1746031746031746,0.5343915343915344,0.0,0.0,0.0,4,4,4
216,90,126,133,90,43,19,45,33,12,0,0,0,11.781456953642385,4.366666666666666,5.317460317460317,0,0,0,5.0,6.0,5.0,5.0,5.0,3.6666666666666665,8.071428571428571,6.0,3.6666666666666665,9.056451612903226,6.441558441558441,5.131868131868132,0,0,0,7,6,5,8,7,5,19,11,5,25,17,11,3.7804878048780486,0,3.8333333333333335,3.392857142857143,0,3.725,3.9199999999999995,0,3.3333333333333335,3.75,0,0,9.926829268292684,0,3.8333333333333335,11.232142857142858,0,6.45,14.08,0,8.0,12.0,0,0,147,42,87,119,12,18,112,4,6,98,4,1,12.061224489795919,6.809523809523809,6.459770114942529,13.436974789915967,9.25,8.5,13.776785714285714,11.75,9.5,14.459183673469388,11.75,12.0,0,0,0,0,0,0,0,0,7,59,3,0,0,0,0,0,33,10,0,0,0,0.0,0.05263157894736842,0.6917293233082706,0.09774436090225563,0.0,0.0,0.0,0.0,0.07777777777777778,0.6555555555555556,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.7674418604651163,0.23255813953488372,0.0,0.0,0.0,3,4,4
584,186,398,461,79,382,30,26,0,26,14,0,14,10.1175,4.731182795698925,2.527638190954774,0,0,0,5.0,0,5.0,3.6666666666666665,0,3.6666666666666665,3.8,4.0,3.1666666666666665,6.555555555555555,4.0,4.538461538461538,0,0,0,5,0,5,5,0,5,7,4,5,17,7,10,2.3315217391304346,3.5981308411214954,4.0,4.495,0,0,4.333333333333333,0,0,0,0,0,10.940217391304348,3.5981308411214954,4.0,9.325,0,0,11.0,0,0,0,0,0,399,100,29,360,0,4,293,0,0,246,0,0,10.142857142857142,6.26,5.551724137931035,10.566666666666666,0,8.0,11.15358361774744,0,0,11.565040650406504,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,2,28,232,120,0,0,0.0,0.004338394793926247,0.23210412147505424,0.5032537960954447,0.2603036876355748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.07329842931937172,0.6073298429319371,0.31413612565445026,0.0,0.0,2,4,4
298,123,175,184,90,94,16,0,0,0,27,19,8,12.095022624434389,3.1463414634146343,4.222857142857142,0,0,0,11.0,4.0,5.0,11.833333333333332,7.0,3.6666666666666665,9.000000000000002,6.333333333333334,3.1666666666666665,8.473684210526315,6.381818181818182,5.0,0,0,0,16,4,5,19,10,5,19,10,5,22,15,11,1.318840579710145,6.03030303030303,3.75,4.6440677966101696,0,3.231707317073171,3.829365079365079,0,0,4.5,0,0,13.884057971014492,6.03030303030303,3.75,9.305084745762711,0,5.463414634146342,13.392857142857142,0,0,15.0,0,0,216,31,71,194,10,15,172,1,1,168,1,1,12.319444444444445,6.967741935483871,6.154929577464789,13.015463917525773,8.3,8.266666666666667,13.656976744186046,11.0,12.0,13.767857142857142,11.0,12.0,0,0,0,0,0,0,0,2,23,7,42,0,0,0,0,0,0,76,0,0,0,0.010869565217391304,0.125,0.03804347826086957,0.6413043478260869,0.0,0.0,0.0,0.022222222222222223,0.25555555555555554,0.07777777777777778,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8085106382978723,0.0,0.0,0.0,4,4,6
156,53,103,103,0,103,2,9,0,9,2,0,2,9.064814814814815,5.452830188679245,2.407766990291262,0,0,0,0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,3.7333333333333334,0,3.7333333333333334,0,0,0,0,0,0,2,0,2,3,0,3,8,0,8,0,0,0,3.2916666666666665,3.2735849056603774,0,3.868055555555554,0,0,0,0,0,0,0,0,5.583333333333333,5.547169811320755,0,9.604166666666666,0,0,0,0,0,107,48,6,92,3,2,64,0,0,49,0,0,9.149532710280374,5.6875,6.666666666666667,9.66304347826087,8.0,8.0,10.390625,0,0,10.816326530612244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,34,4,25,0,0,0.009708737864077669,0.10679611650485436,0.3300970873786408,0.038834951456310676,0.24271844660194175,0.0,0.0,0,0,0,0,0,0,0,0.009708737864077669,0.10679611650485436,0.3300970873786408,0.038834951456310676,0.24271844660194175,0.0,0.0,4,4,5
67,18,49,49,0,49,18,1,0,1,12,0,12,13.02,4.5,3.0816326530612246,0,0,0,0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,4.58974358974359,0,4.58974358974359,0,0,0,0,0,0,2,0,2,3,0,3,10,0,10,0,0,0,0,3.0,0,3.24,0,0,0,0,0,0,0,0,0,5.0,0,13.22,0,0,0,0,0,49,9,11,46,6,1,42,1,0,41,0,0,13.285714285714286,7.444444444444445,5.818181818181818,13.717391304347826,8.166666666666666,8.0,14.261904761904763,9.0,0,14.390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,38,0,0,0,0.02040816326530612,0.0,0.16326530612244897,0.7755102040816326,0.0,0.0,0.0,0,0,0,0,0,0,0,0.02040816326530612,0.0,0.16326530612244897,0.7755102040816326,0.0,0.0,0.0,4,4,1
521,285,236,348,229,119,4,89,56,33,0,0,0,14.657817109144542,4.957894736842105,4.080508474576271,5.0,0,0,5.666666666666667,4.0,2.0,5.8,4.833333333333333,2.3333333333333335,10.85714285714286,4.000000000000001,3.6666666666666665,12.090725806451614,7.866666666666666,7.4,5,0,0,8,4,2,11,8,3,24,8,6,32,20,18,2.2279411764705883,6.476190476190476,4.257142857142857,3.814814814814815,3.5142857142857142,3.5642857142857145,3.5107526881720448,0,3.3055555555555554,4.1,0,0,14.904411764705882,6.476190476190476,4.257142857142857,10.722222222222221,6.0285714285714285,6.128571428571429,15.475806451612904,0,7.916666666666667,17.0,0,0,328,134,100,298,49,17,286,37,10,271,25,6,15.067073170731707,7.395522388059701,6.61,15.96979865771812,10.46938775510204,9.588235294117647,16.304195804195803,11.27027027027027,10.7,16.70848708487085,12.36,11.833333333333334,0,0,0,0,0,0,0,1,7,78,140,0,0,0,0,10,47,56,0,0,0,0.0028735632183908046,0.04885057471264368,0.35919540229885055,0.5632183908045977,0.0,0.0,0.0,0.004366812227074236,0.03056768558951965,0.3406113537117904,0.611353711790393,0.0,0.0,0.0,0.0,0.08403361344537816,0.3949579831932773,0.47058823529411764,0.0,0.0,0.0,4,4,4
15,4,11,15,4,11,17,0,0,0,2,2,0,1.8666666666666667,1.25,1.8181818181818181,0,0,0,2.0,0,0,2.3333333333333335,0,2.0,2.666666666666667,0,2.3333333333333335,4.0,2.0,3.3333333333333335,0,0,0,2,0,0,3,0,2,4,0,3,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,0,0,0,0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,1
